SaleID,DateKey,CustomerKey,ProductKey,StoreKey,Quantity,UnitListPrice,DiscountPct,UnitSalePrice,TotalSale,TotalCost,Profit,MarginPct,PaymentMethod,SaleChannel,ReturnFlag
VTA-0002409,20230223,164,12,5,2,118.73,30.0,83.11,166.22,147.92,18.3,11.01,PayPal,Online,No
VTA-0002410,20230223,191,19,13,1,131.45,0.0,131.45,131.45,85.17,46.28,35.21,Transferencia,App Movil,No
VTA-0002411,20230224,37,35,16,1,22.04,25.0,16.53,16.53,16.25,0.28,1.69,Tarjeta Credito,Online,No
VTA-0002412,20230224,90,22,5,2,172.53,20.0,138.02,276.04,233.0,43.04,15.59,Tarjeta Debito,Tienda Fisica,No
VTA-0002413,20230224,39,4,16,2,727.14,0.0,727.14,1454.28,1051.88,402.4,27.67,OXXO Pay,Tienda Fisica,No
VTA-0002414,20230225,99,18,19,1,137.89,0.0,137.89,137.89,83.81,54.08,39.22,OXXO Pay,App Movil,No
VTA-0002415,20230225,145,13,20,1,128.52,5.0,122.09,122.09,77.81,44.28,36.27,PayPal,Tienda Fisica,No
VTA-0002416,20230225,149,15,9,1,82.81,15.0,70.39,70.39,48.45,21.94,31.17,Tarjeta Debito,Telefono,No
VTA-0002417,20230225,27,7,11,4,843.52,0.0,843.52,3374.08,2382.04,992.04,29.4,Tarjeta Debito,Telefono,No
VTA-0002418,20230225,194,37,11,1,11.8,20.0,9.44,9.44,8.53,0.91,9.64,Tarjeta Credito,Tienda Fisica,No
VTA-0002419,20230225,78,5,3,2,956.08,0.0,956.08,1912.16,1290.32,621.84,32.52,OXXO Pay,App Movil,No
VTA-0002420,20230225,8,32,14,1,4.17,30.0,2.92,2.92,3.08,-0.16,-5.48,Tarjeta Debito,App Movil,No
VTA-0002421,20230226,105,3,13,1,530.38,5.0,503.86,503.86,370.42,133.44,26.48,PayPal,App Movil,No
VTA-0002422,20230226,14,4,13,1,727.14,25.0,545.36,545.36,525.94,19.42,3.56,Efectivo,Telefono,Si
VTA-0002423,20230226,96,1,13,2,330.81,0.0,330.81,661.62,458.0,203.62,30.78,Transferencia,Telefono,No
VTA-0002424,20230226,81,21,7,1,457.01,15.0,388.46,388.46,324.16,64.3,16.55,OXXO Pay,Telefono,No
VTA-0002425,20230227,43,16,14,2,62.99,0.0,62.99,125.98,79.52,46.46,36.88,PayPal,Telefono,No
VTA-0002426,20230227,182,9,2,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,Transferencia,App Movil,No
VTA-0002427,20230227,123,17,5,3,108.44,15.0,92.17,276.51,192.27,84.24,30.47,OXXO Pay,App Movil,No
VTA-0002428,20230227,71,13,16,1,128.52,10.0,115.67,115.67,77.81,37.86,32.73,Tarjeta Credito,Online,No
VTA-0002429,20230227,120,23,17,1,126.32,0.0,126.32,126.32,92.36,33.96,26.88,Tarjeta Credito,Tienda Fisica,No
VTA-0002430,20230227,180,5,12,2,956.08,30.0,669.26,1338.52,1290.32,48.2,3.6,Tarjeta Credito,Online,No
VTA-0002431,20230227,122,10,11,2,350.93,10.0,315.84,631.68,535.72,95.96,15.19,PayPal,App Movil,Si
VTA-0002432,20230227,145,2,20,1,1044.13,25.0,783.1,783.1,700.92,82.18,10.49,PayPal,Telefono,No
VTA-0002433,20230228,39,27,17,2,477.83,15.0,406.16,812.32,607.6,204.72,25.2,Transferencia,App Movil,No
VTA-0002434,20230228,65,48,8,2,204.22,0.0,204.22,408.44,269.32,139.12,34.06,Tarjeta Credito,Online,No
VTA-0002435,20230228,154,2,19,4,1044.13,0.0,1044.13,4176.52,2803.68,1372.84,32.87,Efectivo,App Movil,No
VTA-0002436,20230228,142,38,8,1,15.02,10.0,13.52,13.52,10.6,2.92,21.6,Tarjeta Debito,Online,No
VTA-0002437,20230301,185,31,18,1,6.83,0.0,6.83,6.83,5.17,1.66,24.3,OXXO Pay,Telefono,No
VTA-0002438,20230301,63,20,9,2,104.32,0.0,104.32,208.64,131.42,77.22,37.01,OXXO Pay,App Movil,No
VTA-0002439,20230302,131,16,16,2,62.99,0.0,62.99,125.98,79.52,46.46,36.88,Tarjeta Credito,Online,No
VTA-0002440,20230302,36,27,14,1,477.83,0.0,477.83,477.83,303.8,174.03,36.42,Efectivo,Telefono,No
VTA-0002441,20230303,134,50,8,1,210.24,0.0,210.24,210.24,134.84,75.4,35.86,Transferencia,App Movil,No
VTA-0002442,20230303,119,28,2,3,549.83,25.0,412.37,1237.11,1085.55,151.56,12.25,Transferencia,App Movil,No
VTA-0002443,20230303,176,18,17,1,137.89,10.0,124.1,124.1,83.81,40.29,32.47,PayPal,Tienda Fisica,No
VTA-0002444,20230303,116,34,6,1,4.77,0.0,4.77,4.77,3.95,0.82,17.19,OXXO Pay,Tienda Fisica,No
VTA-0002445,20230303,83,5,18,2,956.08,5.0,908.28,1816.56,1290.32,526.24,28.97,Transferencia,Tienda Fisica,Si
VTA-0002446,20230303,37,47,15,1,188.85,20.0,151.08,151.08,115.92,35.16,23.27,Efectivo,Tienda Fisica,No
VTA-0002447,20230303,7,24,19,1,101.94,0.0,101.94,101.94,67.27,34.67,34.01,Tarjeta Debito,Tienda Fisica,No
VTA-0002448,20230303,88,27,16,1,477.83,25.0,358.37,358.37,303.8,54.57,15.23,OXXO Pay,Online,No
VTA-0002449,20230303,112,5,10,2,956.08,15.0,812.67,1625.34,1290.32,335.02,20.61,Efectivo,App Movil,No
VTA-0002450,20230304,134,47,3,1,188.85,25.0,141.64,141.64,115.92,25.72,18.16,OXXO Pay,Telefono,No
VTA-0002451,20230304,173,30,14,1,547.47,0.0,547.47,547.47,364.07,183.4,33.5,Tarjeta Credito,Online,No
VTA-0002452,20230304,83,50,4,1,210.24,30.0,147.17,147.17,134.84,12.33,8.38,PayPal,Telefono,No
VTA-0002453,20230304,50,24,1,1,101.94,25.0,76.45,76.45,67.27,9.18,12.01,Tarjeta Credito,App Movil,No
VTA-0002454,20230304,155,39,10,1,25.39,20.0,20.31,20.31,17.87,2.44,12.01,Transferencia,App Movil,No
VTA-0002455,20230305,199,21,1,1,457.01,0.0,457.01,457.01,324.16,132.85,29.07,Efectivo,Tienda Fisica,Si
VTA-0002456,20230305,195,19,11,5,131.45,30.0,92.01,460.05,425.85,34.2,7.43,Tarjeta Credito,Tienda Fisica,No
VTA-0002457,20230305,1,11,15,1,137.12,20.0,109.7,109.7,87.63,22.07,20.12,Tarjeta Credito,Telefono,No
VTA-0002458,20230305,199,45,1,2,144.66,0.0,144.66,289.32,176.16,113.16,39.11,Tarjeta Debito,Tienda Fisica,No
VTA-0002459,20230306,200,16,16,1,62.99,0.0,62.99,62.99,39.76,23.23,36.88,OXXO Pay,Online,No
VTA-0002460,20230306,58,3,20,1,530.38,30.0,371.27,371.27,370.42,0.85,0.23,PayPal,Online,Si
VTA-0002461,20230306,174,16,17,1,62.99,20.0,50.39,50.39,39.76,10.63,21.1,Tarjeta Credito,App Movil,No
VTA-0002462,20230306,195,25,9,3,75.49,10.0,67.94,203.82,161.22,42.6,20.9,Transferencia,Tienda Fisica,No
VTA-0002463,20230306,177,29,7,1,82.71,10.0,74.44,74.44,60.64,13.8,18.54,Transferencia,App Movil,No
VTA-0002464,20230306,40,44,8,1,189.76,20.0,151.81,151.81,124.23,27.58,18.17,OXXO Pay,Tienda Fisica,No
VTA-0002465,20230307,36,28,16,3,549.83,0.0,549.83,1649.49,1085.55,563.94,34.19,OXXO Pay,App Movil,Si
VTA-0002466,20230307,88,20,7,2,104.32,0.0,104.32,208.64,131.42,77.22,37.01,OXXO Pay,Telefono,No
VTA-0002467,20230307,144,7,17,1,843.52,30.0,590.46,590.46,595.51,-5.05,-0.86,Transferencia,Online,No
VTA-0002468,20230307,179,50,17,4,210.24,0.0,210.24,840.96,539.36,301.6,35.86,OXXO Pay,App Movil,No
VTA-0002469,20230307,61,40,8,1,14.65,0.0,14.65,14.65,10.55,4.1,27.99,Transferencia,Online,No
VTA-0002470,20230308,66,12,18,1,118.73,30.0,83.11,83.11,73.96,9.15,11.01,Tarjeta Credito,Online,No
VTA-0002471,20230308,191,40,17,1,14.65,10.0,13.19,13.19,10.55,2.64,20.02,PayPal,Online,No
VTA-0002472,20230308,148,7,7,2,843.52,10.0,759.17,1518.34,1191.02,327.32,21.56,Tarjeta Debito,Online,No
VTA-0002473,20230308,121,30,2,1,547.47,5.0,520.1,520.1,364.07,156.03,30.0,Transferencia,Online,No
VTA-0002474,20230308,93,44,18,1,189.76,5.0,180.27,180.27,124.23,56.04,31.09,OXXO Pay,App Movil,Si
VTA-0002475,20230308,25,30,15,1,547.47,15.0,465.35,465.35,364.07,101.28,21.76,Tarjeta Credito,Telefono,No
VTA-0002476,20230308,63,34,2,1,4.77,30.0,3.34,3.34,3.95,-0.61,-18.26,Tarjeta Debito,Online,No
VTA-0002477,20230308,186,36,8,1,7.47,5.0,7.1,7.1,5.99,1.11,15.63,PayPal,Telefono,No
VTA-0002478,20230308,60,23,20,1,126.32,25.0,94.74,94.74,92.36,2.38,2.51,Tarjeta Credito,Telefono,No
VTA-0002479,20230309,11,1,13,1,330.81,5.0,314.27,314.27,229.0,85.27,27.13,PayPal,App Movil,No
VTA-0002480,20230309,20,8,16,3,554.6,30.0,388.22,1164.66,1200.15,-35.49,-3.05,OXXO Pay,Tienda Fisica,Si
VTA-0002481,20230309,118,6,7,2,356.83,0.0,356.83,713.66,508.68,204.98,28.72,Tarjeta Debito,Online,No
VTA-0002482,20230309,157,38,8,1,15.02,0.0,15.02,15.02,10.6,4.42,29.43,OXXO Pay,Online,No
VTA-0002483,20230309,81,18,8,1,137.89,0.0,137.89,137.89,83.81,54.08,39.22,Tarjeta Debito,App Movil,No
VTA-0002484,20230310,140,11,18,1,137.12,0.0,137.12,137.12,87.63,49.49,36.09,Efectivo,App Movil,No
VTA-0002485,20230310,8,26,6,2,129.39,0.0,129.39,258.78,165.62,93.16,36.0,Tarjeta Debito,App Movil,No
VTA-0002486,20230310,124,4,20,1,727.14,0.0,727.14,727.14,525.94,201.2,27.67,Tarjeta Debito,Online,Si
VTA-0002487,20230311,80,48,16,2,204.22,30.0,142.95,285.9,269.32,16.58,5.8,Tarjeta Credito,Telefono,No
VTA-0002488,20230311,107,15,13,1,82.81,0.0,82.81,82.81,48.45,34.36,41.49,PayPal,Tienda Fisica,No
VTA-0002489,20230311,176,43,5,1,334.93,30.0,234.45,234.45,217.68,16.77,7.15,Transferencia,Online,No
VTA-0002490,20230311,35,46,16,2,480.87,30.0,336.61,673.22,671.0,2.22,0.33,Efectivo,Online,No
VTA-0002491,20230311,167,36,14,3,7.47,0.0,7.47,22.41,17.97,4.44,19.81,Efectivo,Online,No
VTA-0002492,20230311,80,50,15,4,210.24,0.0,210.24,840.96,539.36,301.6,35.86,Tarjeta Credito,App Movil,No
VTA-0002493,20230312,184,50,17,1,210.24,0.0,210.24,210.24,134.84,75.4,35.86,PayPal,App Movil,No
VTA-0002494,20230312,165,14,8,2,142.59,5.0,135.46,270.92,179.2,91.72,33.86,Tarjeta Credito,Online,No
VTA-0002495,20230312,58,45,20,2,144.66,30.0,101.26,202.52,176.16,26.36,13.02,Tarjeta Debito,Online,No
VTA-0002496,20230312,81,5,19,1,956.08,10.0,860.47,860.47,645.16,215.31,25.02,PayPal,Tienda Fisica,No
VTA-0002497,20230312,138,3,20,2,530.38,0.0,530.38,1060.76,740.84,319.92,30.16,Tarjeta Credito,App Movil,No
VTA-0002498,20230312,32,15,5,1,82.81,15.0,70.39,70.39,48.45,21.94,31.17,Tarjeta Credito,Online,No
VTA-0002499,20230313,159,5,9,1,956.08,0.0,956.08,956.08,645.16,310.92,32.52,Efectivo,Online,No
VTA-0002500,20230313,3,23,19,2,126.32,25.0,94.74,189.48,184.72,4.76,2.51,PayPal,App Movil,No
VTA-0002501,20230313,184,40,3,1,14.65,0.0,14.65,14.65,10.55,4.1,27.99,Efectivo,App Movil,Si
VTA-0002502,20230313,52,47,11,1,188.85,0.0,188.85,188.85,115.92,72.93,38.62,Efectivo,Tienda Fisica,Si
VTA-0002503,20230313,12,13,12,1,128.52,25.0,96.39,96.39,77.81,18.58,19.28,OXXO Pay,Telefono,No
VTA-0002504,20230313,41,28,2,1,549.83,30.0,384.88,384.88,361.85,23.03,5.98,OXXO Pay,Tienda Fisica,Si
VTA-0002505,20230314,171,14,11,2,142.59,30.0,99.81,199.62,179.2,20.42,10.23,Transferencia,Online,No
VTA-0002506,20230314,159,9,14,1,592.99,25.0,444.74,444.74,429.98,14.76,3.32,OXXO Pay,App Movil,No
VTA-0002507,20230314,1,41,5,1,348.99,0.0,348.99,348.99,244.08,104.91,30.06,Tarjeta Debito,App Movil,No
VTA-0002508,20230315,37,50,7,1,210.24,10.0,189.22,189.22,134.84,54.38,28.74,Tarjeta Credito,Online,No
VTA-0002509,20230315,34,44,16,1,189.76,10.0,170.78,170.78,124.23,46.55,27.26,OXXO Pay,Online,No
VTA-0002510,20230315,110,12,4,1,118.73,25.0,89.05,89.05,73.96,15.09,16.95,OXXO Pay,Tienda Fisica,No
VTA-0002511,20230315,164,33,16,2,4.47,0.0,4.47,8.94,7.18,1.76,19.69,PayPal,App Movil,No
VTA-0002512,20230315,12,19,19,2,131.45,0.0,131.45,262.9,170.34,92.56,35.21,Tarjeta Credito,Tienda Fisica,No
VTA-0002513,20230315,25,28,4,2,549.83,30.0,384.88,769.76,723.7,46.06,5.98,Tarjeta Credito,App Movil,No
VTA-0002514,20230316,7,41,1,1,348.99,10.0,314.09,314.09,244.08,70.01,22.29,PayPal,App Movil,Si
VTA-0002515,20230316,111,23,5,1,126.32,30.0,88.42,88.42,92.36,-3.94,-4.46,PayPal,Online,No
VTA-0002516,20230316,44,42,10,2,400.59,0.0,400.59,801.18,532.42,268.76,33.55,Transferencia,Tienda Fisica,No
VTA-0002517,20230316,49,14,6,1,142.59,0.0,142.59,142.59,89.6,52.99,37.16,Tarjeta Debito,App Movil,No
VTA-0002518,20230316,81,36,14,1,7.47,0.0,7.47,7.47,5.99,1.48,19.81,OXXO Pay,Tienda Fisica,No
VTA-0002519,20230317,194,4,4,4,727.14,0.0,727.14,2908.56,2103.76,804.8,27.67,PayPal,Online,No
VTA-0002520,20230317,68,18,1,1,137.89,0.0,137.89,137.89,83.81,54.08,39.22,PayPal,Online,No
VTA-0002521,20230317,130,9,1,1,592.99,25.0,444.74,444.74,429.98,14.76,3.32,PayPal,Telefono,No
VTA-0002522,20230317,55,29,1,2,82.71,0.0,82.71,165.42,121.28,44.14,26.68,PayPal,Telefono,No
VTA-0002523,20230317,78,22,6,2,172.53,0.0,172.53,345.06,233.0,112.06,32.48,PayPal,Telefono,No
VTA-0002524,20230317,105,50,20,1,210.24,20.0,168.19,168.19,134.84,33.35,19.83,Transferencia,Tienda Fisica,No
VTA-0002525,20230317,194,14,17,1,142.59,30.0,99.81,99.81,89.6,10.21,10.23,PayPal,Telefono,No
VTA-0002526,20230317,88,35,13,1,22.04,10.0,19.84,19.84,16.25,3.59,18.09,PayPal,Tienda Fisica,No
VTA-0002527,20230318,135,12,13,2,118.73,30.0,83.11,166.22,147.92,18.3,11.01,PayPal,Online,No
VTA-0002528,20230318,168,38,16,1,15.02,20.0,12.02,12.02,10.6,1.42,11.81,Transferencia,Tienda Fisica,Si
VTA-0002529,20230318,18,10,14,1,350.93,5.0,333.38,333.38,267.86,65.52,19.65,Efectivo,Tienda Fisica,No
VTA-0002530,20230318,18,33,17,2,4.47,15.0,3.8,7.6,7.18,0.42,5.53,OXXO Pay,Online,Si
VTA-0002531,20230318,103,31,5,1,6.83,0.0,6.83,6.83,5.17,1.66,24.3,Efectivo,Online,No
VTA-0002532,20230318,114,15,15,3,82.81,30.0,57.97,173.91,145.35,28.56,16.42,PayPal,Online,No
VTA-0002533,20230319,152,18,7,1,137.89,0.0,137.89,137.89,83.81,54.08,39.22,Tarjeta Credito,Online,No
VTA-0002534,20230319,164,1,6,3,330.81,25.0,248.11,744.33,687.0,57.33,7.7,PayPal,Telefono,No
VTA-0002535,20230319,98,2,10,2,1044.13,30.0,730.89,1461.78,1401.84,59.94,4.1,OXXO Pay,App Movil,No
VTA-0002536,20230319,139,46,13,4,480.87,25.0,360.65,1442.6,1342.0,100.6,6.97,Tarjeta Debito,Telefono,No
VTA-0002537,20230320,61,50,3,2,210.24,10.0,189.22,378.44,269.68,108.76,28.74,OXXO Pay,App Movil,No
VTA-0002538,20230320,17,2,9,2,1044.13,5.0,991.92,1983.84,1401.84,582.0,29.34,Efectivo,App Movil,No
VTA-0002539,20230320,173,17,18,2,108.44,0.0,108.44,216.88,128.18,88.7,40.9,OXXO Pay,Telefono,No
VTA-0002540,20230320,136,7,16,1,843.52,0.0,843.52,843.52,595.51,248.01,29.4,OXXO Pay,Tienda Fisica,No
VTA-0002541,20230320,102,5,5,1,956.08,0.0,956.08,956.08,645.16,310.92,32.52,PayPal,Tienda Fisica,No
VTA-0002542,20230320,64,16,17,2,62.99,0.0,62.99,125.98,79.52,46.46,36.88,Efectivo,Telefono,Si
VTA-0002543,20230320,2,11,5,1,137.12,0.0,137.12,137.12,87.63,49.49,36.09,PayPal,Tienda Fisica,No
VTA-0002544,20230320,48,17,19,1,108.44,10.0,97.6,97.6,64.09,33.51,34.33,Tarjeta Credito,App Movil,No
VTA-0002545,20230320,108,36,5,2,7.47,0.0,7.47,14.94,11.98,2.96,19.81,PayPal,App Movil,No
VTA-0002546,20230320,193,35,13,1,22.04,30.0,15.43,15.43,16.25,-0.82,-5.31,Tarjeta Debito,Tienda Fisica,No
VTA-0002547,20230321,39,9,3,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,OXXO Pay,Tienda Fisica,No
VTA-0002548,20230321,149,6,9,2,356.83,30.0,249.78,499.56,508.68,-9.12,-1.83,Tarjeta Credito,Tienda Fisica,Si
VTA-0002549,20230321,15,16,20,2,62.99,25.0,47.24,94.48,79.52,14.96,15.83,Transferencia,Telefono,No
VTA-0002550,20230321,134,14,11,2,142.59,0.0,142.59,285.18,179.2,105.98,37.16,Tarjeta Credito,Tienda Fisica,Si
VTA-0002551,20230321,59,28,10,2,549.83,15.0,467.36,934.72,723.7,211.02,22.58,Tarjeta Debito,Tienda Fisica,No
VTA-0002552,20230321,161,42,5,1,400.59,25.0,300.44,300.44,266.21,34.23,11.39,Tarjeta Debito,App Movil,No
VTA-0002553,20230321,101,9,7,1,592.99,30.0,415.09,415.09,429.98,-14.89,-3.59,Transferencia,App Movil,No
VTA-0002554,20230321,10,40,12,1,14.65,5.0,13.92,13.92,10.55,3.37,24.21,Tarjeta Credito,Telefono,No
VTA-0002555,20230322,54,45,12,1,144.66,15.0,122.96,122.96,88.08,34.88,28.37,OXXO Pay,Online,No
VTA-0002556,20230322,77,34,10,2,4.77,0.0,4.77,9.54,7.9,1.64,17.19,Tarjeta Debito,Tienda Fisica,No
VTA-0002557,20230322,155,49,6,2,315.78,30.0,221.05,442.1,438.58,3.52,0.8,Efectivo,App Movil,No
VTA-0002558,20230322,68,35,18,4,22.04,0.0,22.04,88.16,65.0,23.16,26.27,OXXO Pay,App Movil,Si
VTA-0002559,20230323,89,20,13,1,104.32,20.0,83.46,83.46,65.71,17.75,21.27,PayPal,Online,No
VTA-0002560,20230323,87,14,1,1,142.59,5.0,135.46,135.46,89.6,45.86,33.86,Transferencia,Online,No
VTA-0002561,20230324,98,37,13,1,11.8,30.0,8.26,8.26,8.53,-0.27,-3.27,Efectivo,Telefono,No
VTA-0002562,20230324,109,36,20,1,7.47,0.0,7.47,7.47,5.99,1.48,19.81,PayPal,Online,No
VTA-0002563,20230324,86,30,1,2,547.47,0.0,547.47,1094.94,728.14,366.8,33.5,Tarjeta Debito,Online,Si
VTA-0002564,20230324,83,31,12,1,6.83,0.0,6.83,6.83,5.17,1.66,24.3,Tarjeta Debito,Telefono,No
VTA-0002565,20230324,41,21,8,4,457.01,30.0,319.91,1279.64,1296.64,-17.0,-1.33,OXXO Pay,App Movil,No
VTA-0002566,20230324,132,17,2,1,108.44,25.0,81.33,81.33,64.09,17.24,21.2,Efectivo,App Movil,No
VTA-0002567,20230324,100,3,2,1,530.38,0.0,530.38,530.38,370.42,159.96,30.16,PayPal,App Movil,No
VTA-0002568,20230324,43,49,1,3,315.78,15.0,268.41,805.23,657.87,147.36,18.3,Tarjeta Credito,App Movil,No
VTA-0002569,20230324,112,30,12,1,547.47,0.0,547.47,547.47,364.07,183.4,33.5,PayPal,Online,No
VTA-0002570,20230325,128,16,4,2,62.99,0.0,62.99,125.98,79.52,46.46,36.88,OXXO Pay,Online,No
VTA-0002571,20230325,105,10,9,5,350.93,20.0,280.74,1403.7,1339.3,64.4,4.59,Efectivo,Tienda Fisica,No
VTA-0002572,20230325,99,24,19,1,101.94,0.0,101.94,101.94,67.27,34.67,34.01,Transferencia,Tienda Fisica,No
VTA-0002573,20230325,172,47,12,2,188.85,20.0,151.08,302.16,231.84,70.32,23.27,Transferencia,Online,No
VTA-0002574,20230326,197,6,5,1,356.83,0.0,356.83,356.83,254.34,102.49,28.72,Tarjeta Credito,App Movil,No
VTA-0002575,20230326,135,49,18,1,315.78,20.0,252.62,252.62,219.29,33.33,13.19,Efectivo,Tienda Fisica,No
VTA-0002576,20230326,113,50,19,2,210.24,20.0,168.19,336.38,269.68,66.7,19.83,OXXO Pay,Telefono,No
VTA-0002577,20230326,130,18,15,3,137.89,25.0,103.42,310.26,251.43,58.83,18.96,OXXO Pay,Online,No
VTA-0002578,20230326,16,10,19,3,350.93,0.0,350.93,1052.79,803.58,249.21,23.67,PayPal,Telefono,No
VTA-0002579,20230326,198,47,1,1,188.85,0.0,188.85,188.85,115.92,72.93,38.62,Tarjeta Debito,Online,No
VTA-0002580,20230326,21,34,5,1,4.77,30.0,3.34,3.34,3.95,-0.61,-18.26,PayPal,Online,No
VTA-0002581,20230327,31,14,6,1,142.59,20.0,114.07,114.07,89.6,24.47,21.45,Efectivo,Online,No
VTA-0002582,20230327,191,29,2,1,82.71,15.0,70.3,70.3,60.64,9.66,13.74,Efectivo,Online,No
VTA-0002583,20230327,139,8,4,1,554.6,5.0,526.87,526.87,400.05,126.82,24.07,Transferencia,Online,No
VTA-0002584,20230327,88,3,11,1,530.38,0.0,530.38,530.38,370.42,159.96,30.16,Tarjeta Debito,Online,No
VTA-0002585,20230327,55,33,14,1,4.47,25.0,3.35,3.35,3.59,-0.24,-7.16,OXXO Pay,Online,No
VTA-0002586,20230328,184,37,8,1,11.8,0.0,11.8,11.8,8.53,3.27,27.71,PayPal,App Movil,No
VTA-0002587,20230328,109,14,2,2,142.59,0.0,142.59,285.18,179.2,105.98,37.16,PayPal,Telefono,Si
VTA-0002588,20230328,11,50,18,1,210.24,25.0,157.68,157.68,134.84,22.84,14.49,Transferencia,Tienda Fisica,No
VTA-0002589,20230329,48,13,8,1,128.52,20.0,102.82,102.82,77.81,25.01,24.32,Efectivo,Online,No
VTA-0002590,20230329,102,46,16,1,480.87,5.0,456.83,456.83,335.5,121.33,26.56,OXXO Pay,Telefono,No
VTA-0002591,20230330,68,24,1,1,101.94,0.0,101.94,101.94,67.27,34.67,34.01,Transferencia,App Movil,No
VTA-0002592,20230330,144,49,2,2,315.78,0.0,315.78,631.56,438.58,192.98,30.56,Tarjeta Debito,Tienda Fisica,No
VTA-0002593,20230331,66,42,3,2,400.59,0.0,400.59,801.18,532.42,268.76,33.55,PayPal,App Movil,No
VTA-0002594,20230331,66,41,6,2,348.99,0.0,348.99,697.98,488.16,209.82,30.06,Transferencia,Telefono,No
VTA-0002595,20230331,57,41,2,1,348.99,20.0,279.19,279.19,244.08,35.11,12.58,OXXO Pay,Telefono,No
VTA-0002596,20230331,154,34,2,1,4.77,0.0,4.77,4.77,3.95,0.82,17.19,Tarjeta Debito,App Movil,No
VTA-0002597,20230331,114,32,10,5,4.17,15.0,3.54,17.7,15.4,2.3,12.99,OXXO Pay,App Movil,No
VTA-0002598,20230331,36,8,14,1,554.6,25.0,415.95,415.95,400.05,15.9,3.82,Efectivo,App Movil,No
VTA-0002599,20230401,54,37,18,2,11.8,30.0,8.26,16.52,17.06,-0.54,-3.27,Transferencia,Telefono,No
VTA-0002600,20230401,50,23,19,1,126.32,15.0,107.37,107.37,92.36,15.01,13.98,PayPal,Online,No
VTA-0002601,20230401,89,22,6,2,172.53,15.0,146.65,293.3,233.0,60.3,20.56,Tarjeta Debito,Telefono,No
VTA-0002602,20230401,77,11,8,1,137.12,0.0,137.12,137.12,87.63,49.49,36.09,Tarjeta Debito,Online,No
VTA-0002603,20230401,110,42,14,1,400.59,10.0,360.53,360.53,266.21,94.32,26.16,OXXO Pay,Tienda Fisica,No
VTA-0002604,20230401,173,24,17,2,101.94,20.0,81.55,163.1,134.54,28.56,17.51,OXXO Pay,Online,No
VTA-0002605,20230401,124,13,2,1,128.52,10.0,115.67,115.67,77.81,37.86,32.73,Tarjeta Credito,Telefono,No
VTA-0002606,20230401,73,39,5,1,25.39,0.0,25.39,25.39,17.87,7.52,29.62,Tarjeta Credito,App Movil,No
VTA-0002607,20230402,195,35,10,2,22.04,0.0,22.04,44.08,32.5,11.58,26.27,OXXO Pay,App Movil,Si
VTA-0002608,20230402,32,19,18,1,131.45,30.0,92.01,92.01,85.17,6.84,7.43,OXXO Pay,Online,No
VTA-0002609,20230402,73,11,10,1,137.12,5.0,130.26,130.26,87.63,42.63,32.73,Tarjeta Debito,App Movil,Si
VTA-0002610,20230403,114,25,12,2,75.49,0.0,75.49,150.98,107.48,43.5,28.81,Tarjeta Credito,App Movil,No
VTA-0002611,20230403,111,14,14,2,142.59,20.0,114.07,228.14,179.2,48.94,21.45,Tarjeta Credito,Telefono,No
VTA-0002612,20230403,42,44,17,2,189.76,10.0,170.78,341.56,248.46,93.1,27.26,Efectivo,Telefono,Si
VTA-0002613,20230403,12,43,2,1,334.93,0.0,334.93,334.93,217.68,117.25,35.01,Efectivo,Online,No
VTA-0002614,20230403,3,38,5,2,15.02,15.0,12.77,25.54,21.2,4.34,16.99,Efectivo,Tienda Fisica,No
VTA-0002615,20230403,140,35,16,2,22.04,0.0,22.04,44.08,32.5,11.58,26.27,Transferencia,App Movil,No
VTA-0002616,20230403,141,17,10,2,108.44,30.0,75.91,151.82,128.18,23.64,15.57,Transferencia,App Movil,Si
VTA-0002617,20230404,33,37,13,1,11.8,0.0,11.8,11.8,8.53,3.27,27.71,OXXO Pay,Tienda Fisica,No
VTA-0002618,20230404,15,21,6,1,457.01,0.0,457.01,457.01,324.16,132.85,29.07,Efectivo,Telefono,No
VTA-0002619,20230404,169,42,8,5,400.59,25.0,300.44,1502.2,1331.05,171.15,11.39,Transferencia,Online,No
VTA-0002620,20230404,133,29,11,1,82.71,10.0,74.44,74.44,60.64,13.8,18.54,Tarjeta Credito,Online,No
VTA-0002621,20230404,39,10,17,2,350.93,25.0,263.2,526.4,535.72,-9.32,-1.77,Transferencia,Telefono,No
VTA-0002622,20230404,197,23,12,1,126.32,0.0,126.32,126.32,92.36,33.96,26.88,OXXO Pay,Online,Si
VTA-0002623,20230404,133,33,18,1,4.47,10.0,4.02,4.02,3.59,0.43,10.7,Tarjeta Credito,Tienda Fisica,No
VTA-0002624,20230405,94,48,11,1,204.22,0.0,204.22,204.22,134.66,69.56,34.06,OXXO Pay,Online,Si
VTA-0002625,20230405,97,10,12,5,350.93,0.0,350.93,1754.65,1339.3,415.35,23.67,Efectivo,Telefono,No
VTA-0002626,20230405,111,34,15,2,4.77,5.0,4.53,9.06,7.9,1.16,12.8,Transferencia,App Movil,Si
VTA-0002627,20230405,153,41,2,2,348.99,0.0,348.99,697.98,488.16,209.82,30.06,OXXO Pay,Online,No
VTA-0002628,20230406,120,12,2,1,118.73,10.0,106.86,106.86,73.96,32.9,30.79,OXXO Pay,Online,No
